frame_index,time_sec,visibility_state,expected_visible_count,visibility_source
35,1.2208550519770718,VISIBLE,1.0,MANUAL_INTERVAL
36,1.2557366248907025,VISIBLE,1.0,MANUAL_INTERVAL
37,1.2906181978043332,VISIBLE,1.0,MANUAL_INTERVAL
38,1.3254997707179637,VISIBLE,1.0,MANUAL_INTERVAL
39,1.3603813436315944,VISIBLE,1.0,MANUAL_INTERVAL
40,1.395262916545225,VISIBLE,1.0,MANUAL_INTERVAL
41,1.4301444894588555,VISIBLE,1.0,MANUAL_INTERVAL
42,1.4650260623724862,VISIBLE,1.0,MANUAL_INTERVAL
43,1.499907635286117,VISIBLE,1.0,MANUAL_INTERVAL
44,1.5347892081997474,VISIBLE,1.0,MANUAL_INTERVAL
45,1.569670781113378,VISIBLE,1.0,MANUAL_INTERVAL
46,1.6045523540270088,VISIBLE,1.0,MANUAL_INTERVAL
47,1.6394339269406393,VISIBLE,1.0,MANUAL_INTERVAL
48,1.67431549985427,VISIBLE,1.0,MANUAL_INTERVAL
49,1.7091970727679007,VISIBLE,1.0,MANUAL_INTERVAL
50,1.7440786456815311,VISIBLE,1.0,MANUAL_INTERVAL
51,1.7789602185951618,VISIBLE,1.0,MANUAL_INTERVAL
52,1.8138417915087925,VISIBLE,1.0,MANUAL_INTERVAL
53,1.848723364422423,VISIBLE,1.0,MANUAL_INTERVAL
54,1.8836049373360537,VISIBLE,1.0,MANUAL_INTERVAL
55,1.9184865102496842,VISIBLE,1.0,MANUAL_INTERVAL
56,1.953368083163315,VISIBLE,1.0,MANUAL_INTERVAL
57,1.9882496560769456,VISIBLE,1.0,MANUAL_INTERVAL
58,2.023131228990576,VISIBLE,1.0,MANUAL_INTERVAL
59,2.0580128019042068,VISIBLE,1.0,MANUAL_INTERVAL
60,2.0928943748178375,VISIBLE,1.0,MANUAL_INTERVAL
61,2.127775947731468,VISIBLE,1.0,MANUAL_INTERVAL
62,2.162657520645099,VISIBLE,1.0,MANUAL_INTERVAL
63,2.197539093558729,VISIBLE,1.0,MANUAL_INTERVAL
64,2.23242066647236,VISIBLE,1.0,MANUAL_INTERVAL
65,2.2673022393859905,VISIBLE,1.0,MANUAL_INTERVAL
66,2.302183812299621,VISIBLE,1.0,MANUAL_INTERVAL
67,2.337065385213252,VISIBLE,1.0,MANUAL_INTERVAL
68,2.3719469581268826,VISIBLE,1.0,MANUAL_INTERVAL
69,2.406828531040513,VISIBLE,1.0,MANUAL_INTERVAL
70,2.4417101039541436,VISIBLE,1.0,MANUAL_INTERVAL
71,2.4765916768677743,VISIBLE,1.0,MANUAL_INTERVAL
72,2.511473249781405,VISIBLE,1.0,MANUAL_INTERVAL
73,2.5463548226950357,VISIBLE,1.0,MANUAL_INTERVAL
74,2.5812363956086664,VISIBLE,1.0,MANUAL_INTERVAL
75,2.6161179685222966,VISIBLE,1.0,MANUAL_INTERVAL
76,2.6509995414359273,VISIBLE,1.0,MANUAL_INTERVAL
77,2.685881114349558,VISIBLE,1.0,MANUAL_INTERVAL
78,2.7207626872631887,VISIBLE,1.0,MANUAL_INTERVAL
79,2.7556442601768194,VISIBLE,1.0,MANUAL_INTERVAL
80,2.79052583309045,VISIBLE,1.0,MANUAL_INTERVAL
81,2.8254074060040804,VISIBLE,1.0,MANUAL_INTERVAL
82,2.860288978917711,VISIBLE,1.0,MANUAL_INTERVAL
83,2.8951705518313418,VISIBLE,1.0,MANUAL_INTERVAL
84,2.9300521247449725,VISIBLE,1.0,MANUAL_INTERVAL
85,2.964933697658603,VISIBLE,1.0,MANUAL_INTERVAL
86,2.999815270572234,VISIBLE,1.0,MANUAL_INTERVAL
87,3.034696843485864,VISIBLE,1.0,MANUAL_INTERVAL
88,3.069578416399495,VISIBLE,1.0,MANUAL_INTERVAL
89,3.1044599893131255,VISIBLE,1.0,MANUAL_INTERVAL
90,3.139341562226756,VISIBLE,1.0,MANUAL_INTERVAL
91,3.174223135140387,VISIBLE,1.0,MANUAL_INTERVAL
92,3.2091047080540176,VISIBLE,1.0,MANUAL_INTERVAL
93,3.243986280967648,VISIBLE,1.0,MANUAL_INTERVAL
94,3.2788678538812785,VISIBLE,1.0,MANUAL_INTERVAL
95,3.3137494267949092,VISIBLE,1.0,MANUAL_INTERVAL
96,3.34863099970854,VISIBLE,1.0,MANUAL_INTERVAL
97,3.3835125726221706,VISIBLE,1.0,MANUAL_INTERVAL
98,3.4183941455358013,VISIBLE,1.0,MANUAL_INTERVAL
99,3.4532757184494316,VISIBLE,1.0,MANUAL_INTERVAL
100,3.4881572913630623,VISIBLE,1.0,MANUAL_INTERVAL
101,3.523038864276693,VISIBLE,1.0,MANUAL_INTERVAL
102,3.5579204371903237,VISIBLE,1.0,MANUAL_INTERVAL
103,3.5928020101039544,VISIBLE,1.0,MANUAL_INTERVAL
104,3.627683583017585,VISIBLE,1.0,MANUAL_INTERVAL
105,3.6625651559312153,VISIBLE,1.0,MANUAL_INTERVAL
106,3.697446728844846,VISIBLE,1.0,MANUAL_INTERVAL
107,3.7323283017584767,VISIBLE,1.0,MANUAL_INTERVAL
108,3.7672098746721074,VISIBLE,1.0,MANUAL_INTERVAL
109,3.802091447585738,VISIBLE,1.0,MANUAL_INTERVAL
110,3.8369730204993684,VISIBLE,1.0,MANUAL_INTERVAL
111,3.871854593412999,VISIBLE,1.0,MANUAL_INTERVAL
112,3.90673616632663,VISIBLE,1.0,MANUAL_INTERVAL
113,3.9416177392402605,VISIBLE,1.0,MANUAL_INTERVAL
114,3.976499312153891,VISIBLE,1.0,MANUAL_INTERVAL
115,4.011380885067521,VISIBLE,1.0,MANUAL_INTERVAL
116,4.046262457981152,VISIBLE,1.0,MANUAL_INTERVAL
117,4.081144030894783,VISIBLE,1.0,MANUAL_INTERVAL
118,4.1160256038084135,VISIBLE,1.0,MANUAL_INTERVAL
119,4.150907176722044,VISIBLE,1.0,MANUAL_INTERVAL
120,4.185788749635675,VISIBLE,1.0,MANUAL_INTERVAL
121,4.220670322549306,VISIBLE,1.0,MANUAL_INTERVAL
122,4.255551895462936,VISIBLE,1.0,MANUAL_INTERVAL
123,4.290433468376567,VISIBLE,1.0,MANUAL_INTERVAL
124,4.325315041290198,VISIBLE,1.0,MANUAL_INTERVAL
125,4.3601966142038275,VISIBLE,1.0,MANUAL_INTERVAL
126,4.395078187117458,VISIBLE,1.0,MANUAL_INTERVAL
127,4.429959760031089,VISIBLE,1.0,MANUAL_INTERVAL
128,4.46484133294472,VISIBLE,1.0,MANUAL_INTERVAL
129,4.49972290585835,VISIBLE,1.0,MANUAL_INTERVAL
130,4.534604478771981,VISIBLE,1.0,MANUAL_INTERVAL
131,4.569486051685612,VISIBLE,1.0,MANUAL_INTERVAL
132,4.604367624599242,VISIBLE,1.0,MANUAL_INTERVAL
133,4.639249197512873,VISIBLE,1.0,MANUAL_INTERVAL
134,4.674130770426504,VISIBLE,1.0,MANUAL_INTERVAL
135,4.7090123433401345,VISIBLE,1.0,MANUAL_INTERVAL
136,4.743893916253765,VISIBLE,1.0,MANUAL_INTERVAL
137,4.778775489167395,VISIBLE,1.0,MANUAL_INTERVAL
138,4.813657062081026,VISIBLE,1.0,MANUAL_INTERVAL
139,4.848538634994656,VISIBLE,1.0,MANUAL_INTERVAL
140,4.883420207908287,VISIBLE,1.0,MANUAL_INTERVAL
141,4.918301780821918,VISIBLE,1.0,MANUAL_INTERVAL
142,4.9531833537355485,VISIBLE,1.0,MANUAL_INTERVAL
143,4.988064926649179,VISIBLE,1.0,MANUAL_INTERVAL
144,5.02294649956281,VISIBLE,1.0,MANUAL_INTERVAL
145,5.057828072476441,VISIBLE,1.0,MANUAL_INTERVAL
146,5.092709645390071,VISIBLE,1.0,MANUAL_INTERVAL
147,5.127591218303702,VISIBLE,1.0,MANUAL_INTERVAL
148,5.162472791217333,VISIBLE,1.0,MANUAL_INTERVAL
149,5.1973543641309625,VISIBLE,1.0,MANUAL_INTERVAL
150,5.232235937044593,VISIBLE,1.0,MANUAL_INTERVAL
151,5.267117509958224,VISIBLE,1.0,MANUAL_INTERVAL
152,5.301999082871855,VISIBLE,1.0,MANUAL_INTERVAL
153,5.336880655785485,VISIBLE,1.0,MANUAL_INTERVAL
154,5.371762228699116,VISIBLE,1.0,MANUAL_INTERVAL
155,5.406643801612747,VISIBLE,1.0,MANUAL_INTERVAL
156,5.441525374526377,VISIBLE,1.0,MANUAL_INTERVAL
157,5.476406947440008,VISIBLE,1.0,MANUAL_INTERVAL
158,5.511288520353639,VISIBLE,1.0,MANUAL_INTERVAL
159,5.5461700932672695,VISIBLE,1.0,MANUAL_INTERVAL
160,5.5810516661809,VISIBLE,1.0,MANUAL_INTERVAL
161,5.61593323909453,VISIBLE,1.0,MANUAL_INTERVAL
162,5.650814812008161,VISIBLE,1.0,MANUAL_INTERVAL
163,5.685696384921791,VISIBLE,1.0,MANUAL_INTERVAL
164,5.720577957835422,VISIBLE,1.0,MANUAL_INTERVAL
165,5.755459530749053,VISIBLE,1.0,MANUAL_INTERVAL
166,5.7903411036626835,VISIBLE,1.0,MANUAL_INTERVAL
167,5.825222676576314,VISIBLE,1.0,MANUAL_INTERVAL
168,5.860104249489945,VISIBLE,1.0,MANUAL_INTERVAL
169,5.894985822403576,VISIBLE,1.0,MANUAL_INTERVAL
170,5.929867395317206,VISIBLE,1.0,MANUAL_INTERVAL
171,5.964748968230837,VISIBLE,1.0,MANUAL_INTERVAL
172,5.999630541144468,VISIBLE,1.0,MANUAL_INTERVAL
173,6.0345121140580975,VISIBLE,1.0,MANUAL_INTERVAL
174,6.069393686971728,VISIBLE,1.0,MANUAL_INTERVAL
175,6.104275259885359,VISIBLE,1.0,MANUAL_INTERVAL
176,6.13915683279899,VISIBLE,1.0,MANUAL_INTERVAL
177,6.17403840571262,VISIBLE,1.0,MANUAL_INTERVAL
178,6.208919978626251,VISIBLE,1.0,MANUAL_INTERVAL
179,6.243801551539882,VISIBLE,1.0,MANUAL_INTERVAL
180,6.278683124453512,VISIBLE,1.0,MANUAL_INTERVAL
181,6.313564697367143,VISIBLE,1.0,MANUAL_INTERVAL
182,6.348446270280774,VISIBLE,1.0,MANUAL_INTERVAL
183,6.3833278431944045,VISIBLE,1.0,MANUAL_INTERVAL
184,6.418209416108035,VISIBLE,1.0,MANUAL_INTERVAL
185,6.453090989021665,VISIBLE,1.0,MANUAL_INTERVAL
186,6.487972561935296,VISIBLE,1.0,MANUAL_INTERVAL
187,6.522854134848926,VISIBLE,1.0,MANUAL_INTERVAL
188,6.557735707762557,VISIBLE,1.0,MANUAL_INTERVAL
189,6.592617280676188,VISIBLE,1.0,MANUAL_INTERVAL
190,6.6274988535898185,VISIBLE,1.0,MANUAL_INTERVAL
191,6.662380426503449,VISIBLE,1.0,MANUAL_INTERVAL
192,6.69726199941708,VISIBLE,1.0,MANUAL_INTERVAL
193,6.732143572330711,VISIBLE,1.0,MANUAL_INTERVAL
194,6.767025145244341,VISIBLE,1.0,MANUAL_INTERVAL
195,6.801906718157972,VISIBLE,1.0,MANUAL_INTERVAL
196,6.836788291071603,VISIBLE,1.0,MANUAL_INTERVAL
197,6.8716698639852325,VISIBLE,1.0,MANUAL_INTERVAL
198,6.906551436898863,VISIBLE,1.0,MANUAL_INTERVAL
199,6.941433009812494,VISIBLE,1.0,MANUAL_INTERVAL
200,6.976314582726125,VISIBLE,1.0,MANUAL_INTERVAL
201,7.011196155639755,VISIBLE,1.0,MANUAL_INTERVAL
202,7.046077728553386,VISIBLE,1.0,MANUAL_INTERVAL
203,7.080959301467017,VISIBLE,1.0,MANUAL_INTERVAL
204,7.115840874380647,VISIBLE,1.0,MANUAL_INTERVAL
205,7.150722447294278,VISIBLE,1.0,MANUAL_INTERVAL
206,7.185604020207909,VISIBLE,1.0,MANUAL_INTERVAL
207,7.2204855931215395,VISIBLE,1.0,MANUAL_INTERVAL
208,7.25536716603517,VISIBLE,1.0,MANUAL_INTERVAL
209,7.2902487389488,VISIBLE,1.0,MANUAL_INTERVAL
210,7.325130311862431,VISIBLE,1.0,MANUAL_INTERVAL
211,7.360011884776061,VISIBLE,1.0,MANUAL_INTERVAL
212,7.394893457689692,VISIBLE,1.0,MANUAL_INTERVAL
213,7.429775030603323,VISIBLE,1.0,MANUAL_INTERVAL
214,7.4646566035169535,VISIBLE,1.0,MANUAL_INTERVAL
215,7.499538176430584,VISIBLE,1.0,MANUAL_INTERVAL
216,7.534419749344215,VISIBLE,1.0,MANUAL_INTERVAL
217,7.569301322257846,VISIBLE,1.0,MANUAL_INTERVAL
218,7.604182895171476,VISIBLE,1.0,MANUAL_INTERVAL
219,7.639064468085107,VISIBLE,1.0,MANUAL_INTERVAL
220,7.673946040998737,VISIBLE,1.0,MANUAL_INTERVAL
221,7.7088276139123675,VISIBLE,1.0,MANUAL_INTERVAL
222,7.743709186825998,VISIBLE,1.0,MANUAL_INTERVAL
223,7.778590759739629,VISIBLE,1.0,MANUAL_INTERVAL
224,7.81347233265326,VISIBLE,1.0,MANUAL_INTERVAL
225,7.84835390556689,VISIBLE,1.0,MANUAL_INTERVAL
226,7.883235478480521,VISIBLE,1.0,MANUAL_INTERVAL
227,7.918117051394152,VISIBLE,1.0,MANUAL_INTERVAL
228,7.952998624307782,VISIBLE,1.0,MANUAL_INTERVAL
229,7.987880197221413,VISIBLE,1.0,MANUAL_INTERVAL
230,8.022761770135043,VISIBLE,1.0,MANUAL_INTERVAL
231,8.057643343048674,VISIBLE,1.0,MANUAL_INTERVAL
232,8.092524915962304,VISIBLE,1.0,MANUAL_INTERVAL
233,8.127406488875936,VISIBLE,1.0,MANUAL_INTERVAL
234,8.162288061789566,VISIBLE,1.0,MANUAL_INTERVAL
235,8.197169634703197,VISIBLE,1.0,MANUAL_INTERVAL
236,8.232051207616827,VISIBLE,1.0,MANUAL_INTERVAL
237,8.266932780530459,VISIBLE,1.0,MANUAL_INTERVAL
238,8.301814353444088,VISIBLE,1.0,MANUAL_INTERVAL
239,8.336695926357718,VISIBLE,1.0,MANUAL_INTERVAL
240,8.37157749927135,VISIBLE,1.0,MANUAL_INTERVAL
241,8.40645907218498,VISIBLE,1.0,MANUAL_INTERVAL
242,8.441340645098611,VISIBLE,1.0,MANUAL_INTERVAL
243,8.476222218012241,VISIBLE,1.0,MANUAL_INTERVAL
244,8.511103790925873,VISIBLE,1.0,MANUAL_INTERVAL
245,8.545985363839502,VISIBLE,1.0,MANUAL_INTERVAL
246,8.580866936753134,VISIBLE,1.0,MANUAL_INTERVAL
247,8.615748509666764,VISIBLE,1.0,MANUAL_INTERVAL
248,8.650630082580395,VISIBLE,1.0,MANUAL_INTERVAL
249,8.685511655494025,VISIBLE,1.0,MANUAL_INTERVAL
250,8.720393228407655,VISIBLE,1.0,MANUAL_INTERVAL
251,8.755274801321287,VISIBLE,1.0,MANUAL_INTERVAL
252,8.790156374234916,VISIBLE,1.0,MANUAL_INTERVAL
253,8.825037947148548,VISIBLE,1.0,MANUAL_INTERVAL
254,8.859919520062178,VISIBLE,1.0,MANUAL_INTERVAL
255,8.89480109297581,VISIBLE,1.0,MANUAL_INTERVAL
256,8.92968266588944,VISIBLE,1.0,MANUAL_INTERVAL
257,8.96456423880307,VISIBLE,1.0,MANUAL_INTERVAL
258,8.9994458117167,VISIBLE,1.0,MANUAL_INTERVAL
259,9.034327384630332,VISIBLE,1.0,MANUAL_INTERVAL
260,9.069208957543962,VISIBLE,1.0,MANUAL_INTERVAL
261,9.104090530457594,VISIBLE,1.0,MANUAL_INTERVAL
262,9.138972103371223,VISIBLE,1.0,MANUAL_INTERVAL
263,9.173853676284853,VISIBLE,1.0,MANUAL_INTERVAL
264,9.208735249198485,VISIBLE,1.0,MANUAL_INTERVAL
265,9.243616822112115,VISIBLE,1.0,MANUAL_INTERVAL
266,9.278498395025746,VISIBLE,1.0,MANUAL_INTERVAL
267,9.313379967939376,VISIBLE,1.0,MANUAL_INTERVAL
268,9.348261540853008,VISIBLE,1.0,MANUAL_INTERVAL
269,9.383143113766637,VISIBLE,1.0,MANUAL_INTERVAL
270,9.418024686680269,VISIBLE,1.0,MANUAL_INTERVAL
271,9.452906259593899,VISIBLE,1.0,MANUAL_INTERVAL
272,9.48778783250753,VISIBLE,1.0,MANUAL_INTERVAL
273,9.52266940542116,VISIBLE,1.0,MANUAL_INTERVAL
274,9.55755097833479,VISIBLE,1.0,MANUAL_INTERVAL
275,9.592432551248422,VISIBLE,1.0,MANUAL_INTERVAL
276,9.627314124162051,VISIBLE,1.0,MANUAL_INTERVAL
277,9.662195697075683,VISIBLE,1.0,MANUAL_INTERVAL
278,9.697077269989313,VISIBLE,1.0,MANUAL_INTERVAL
279,9.731958842902944,VISIBLE,1.0,MANUAL_INTERVAL
280,9.766840415816574,VISIBLE,1.0,MANUAL_INTERVAL
281,9.801721988730206,VISIBLE,1.0,MANUAL_INTERVAL
282,9.836603561643836,VISIBLE,1.0,MANUAL_INTERVAL
283,9.871485134557467,VISIBLE,1.0,MANUAL_INTERVAL
284,9.906366707471097,VISIBLE,1.0,MANUAL_INTERVAL
285,9.941248280384729,VISIBLE,1.0,MANUAL_INTERVAL
286,9.976129853298358,VISIBLE,1.0,MANUAL_INTERVAL
287,10.011011426211988,VISIBLE,1.0,MANUAL_INTERVAL
288,10.04589299912562,VISIBLE,1.0,MANUAL_INTERVAL
289,10.08077457203925,VISIBLE,1.0,MANUAL_INTERVAL
290,10.115656144952881,VISIBLE,1.0,MANUAL_INTERVAL
291,10.150537717866511,VISIBLE,1.0,MANUAL_INTERVAL
292,10.185419290780143,VISIBLE,1.0,MANUAL_INTERVAL
293,10.220300863693772,VISIBLE,1.0,MANUAL_INTERVAL
294,10.255182436607404,VISIBLE,1.0,MANUAL_INTERVAL
295,10.290064009521034,VISIBLE,1.0,MANUAL_INTERVAL
296,10.324945582434665,VISIBLE,1.0,MANUAL_INTERVAL
297,10.359827155348295,VISIBLE,1.0,MANUAL_INTERVAL
298,10.394708728261925,VISIBLE,1.0,MANUAL_INTERVAL
299,10.429590301175557,VISIBLE,1.0,MANUAL_INTERVAL
300,10.464471874089186,VISIBLE,1.0,MANUAL_INTERVAL
301,10.499353447002818,VISIBLE,1.0,MANUAL_INTERVAL
302,10.534235019916448,VISIBLE,1.0,MANUAL_INTERVAL
303,10.56911659283008,VISIBLE,1.0,MANUAL_INTERVAL
304,10.60399816574371,VISIBLE,1.0,MANUAL_INTERVAL
305,10.63887973865734,VISIBLE,1.0,MANUAL_INTERVAL
306,10.67376131157097,VISIBLE,1.0,MANUAL_INTERVAL
307,10.708642884484602,VISIBLE,1.0,MANUAL_INTERVAL
308,10.743524457398232,VISIBLE,1.0,MANUAL_INTERVAL
309,10.778406030311864,VISIBLE,1.0,MANUAL_INTERVAL
310,10.813287603225493,VISIBLE,1.0,MANUAL_INTERVAL
311,10.848169176139123,VISIBLE,1.0,MANUAL_INTERVAL
312,10.883050749052755,VISIBLE,1.0,MANUAL_INTERVAL
313,10.917932321966385,VISIBLE,1.0,MANUAL_INTERVAL
314,10.952813894880016,VISIBLE,1.0,MANUAL_INTERVAL
315,10.987695467793646,VISIBLE,1.0,MANUAL_INTERVAL
316,11.022577040707278,VISIBLE,1.0,MANUAL_INTERVAL
317,11.057458613620907,VISIBLE,1.0,MANUAL_INTERVAL
318,11.092340186534539,VISIBLE,1.0,MANUAL_INTERVAL
319,11.127221759448169,VISIBLE,1.0,MANUAL_INTERVAL
320,11.1621033323618,VISIBLE,1.0,MANUAL_INTERVAL
321,11.19698490527543,VISIBLE,1.0,MANUAL_INTERVAL
322,11.23186647818906,VISIBLE,1.0,MANUAL_INTERVAL
323,11.266748051102692,VISIBLE,1.0,MANUAL_INTERVAL
324,11.301629624016321,VISIBLE,1.0,MANUAL_INTERVAL
325,11.336511196929953,VISIBLE,1.0,MANUAL_INTERVAL
326,11.371392769843583,VISIBLE,1.0,MANUAL_INTERVAL
327,11.406274342757214,VISIBLE,1.0,MANUAL_INTERVAL
328,11.441155915670844,VISIBLE,1.0,MANUAL_INTERVAL
329,11.476037488584476,VISIBLE,1.0,MANUAL_INTERVAL
330,11.510919061498106,VISIBLE,1.0,MANUAL_INTERVAL
331,11.545800634411737,VISIBLE,1.0,MANUAL_INTERVAL
332,11.580682207325367,VISIBLE,1.0,MANUAL_INTERVAL
333,11.615563780238997,VISIBLE,1.0,MANUAL_INTERVAL
334,11.650445353152628,VISIBLE,1.0,MANUAL_INTERVAL
335,11.685326926066258,VISIBLE,1.0,MANUAL_INTERVAL
336,11.72020849897989,VISIBLE,1.0,MANUAL_INTERVAL
337,11.75509007189352,VISIBLE,1.0,MANUAL_INTERVAL
338,11.789971644807151,VISIBLE,1.0,MANUAL_INTERVAL
339,11.824853217720781,VISIBLE,1.0,MANUAL_INTERVAL
340,11.859734790634413,VISIBLE,1.0,MANUAL_INTERVAL
341,11.894616363548042,VISIBLE,1.0,MANUAL_INTERVAL
342,11.929497936461674,VISIBLE,1.0,MANUAL_INTERVAL
343,11.964379509375304,VISIBLE,1.0,MANUAL_INTERVAL
344,11.999261082288935,VISIBLE,1.0,MANUAL_INTERVAL
345,12.034142655202565,VISIBLE,1.0,MANUAL_INTERVAL
346,12.069024228116195,VISIBLE,1.0,MANUAL_INTERVAL
347,12.103905801029827,VISIBLE,1.0,MANUAL_INTERVAL
348,12.138787373943456,VISIBLE,1.0,MANUAL_INTERVAL
349,12.173668946857088,VISIBLE,1.0,MANUAL_INTERVAL
350,12.208550519770718,VISIBLE,1.0,MANUAL_INTERVAL
351,12.24343209268435,VISIBLE,1.0,MANUAL_INTERVAL
352,12.27831366559798,VISIBLE,1.0,MANUAL_INTERVAL
353,12.31319523851161,VISIBLE,1.0,MANUAL_INTERVAL
354,12.34807681142524,VISIBLE,1.0,MANUAL_INTERVAL
355,12.382958384338872,VISIBLE,1.0,MANUAL_INTERVAL
356,12.417839957252502,VISIBLE,1.0,MANUAL_INTERVAL
357,12.452721530166132,VISIBLE,1.0,MANUAL_INTERVAL
358,12.487603103079763,VISIBLE,1.0,MANUAL_INTERVAL
359,12.522484675993393,VISIBLE,1.0,MANUAL_INTERVAL
360,12.557366248907025,VISIBLE,1.0,MANUAL_INTERVAL
361,12.592247821820655,VISIBLE,1.0,MANUAL_INTERVAL
362,12.627129394734286,VISIBLE,1.0,MANUAL_INTERVAL
363,12.662010967647916,VISIBLE,1.0,MANUAL_INTERVAL
364,12.696892540561548,VISIBLE,1.0,MANUAL_INTERVAL
365,12.731774113475177,VISIBLE,1.0,MANUAL_INTERVAL
366,12.766655686388809,VISIBLE,1.0,MANUAL_INTERVAL
367,12.801537259302439,VISIBLE,1.0,MANUAL_INTERVAL
368,12.83641883221607,VISIBLE,1.0,MANUAL_INTERVAL
369,12.8713004051297,VISIBLE,1.0,MANUAL_INTERVAL
370,12.90618197804333,VISIBLE,1.0,MANUAL_INTERVAL
371,12.941063550956962,VISIBLE,1.0,MANUAL_INTERVAL
372,12.975945123870591,VISIBLE,1.0,MANUAL_INTERVAL
373,13.010826696784223,VISIBLE,1.0,MANUAL_INTERVAL
374,13.045708269697853,VISIBLE,1.0,MANUAL_INTERVAL
375,13.080589842611484,VISIBLE,1.0,MANUAL_INTERVAL
376,13.115471415525114,VISIBLE,1.0,MANUAL_INTERVAL
377,13.150352988438746,VISIBLE,1.0,MANUAL_INTERVAL
378,13.185234561352376,VISIBLE,1.0,MANUAL_INTERVAL
379,13.220116134266007,VISIBLE,1.0,MANUAL_INTERVAL
380,13.254997707179637,VISIBLE,1.0,MANUAL_INTERVAL
381,13.289879280093267,VISIBLE,1.0,MANUAL_SHORT_RUN_REVIEW
382,13.324760853006898,VISIBLE,1.0,MANUAL_SHORT_RUN_REVIEW
383,13.359642425920528,VISIBLE,1.0,MANUAL_INTERVAL
384,13.39452399883416,VISIBLE,1.0,MANUAL_INTERVAL
385,13.42940557174779,VISIBLE,1.0,MANUAL_INTERVAL
386,13.464287144661421,VISIBLE,1.0,MANUAL_INTERVAL
387,13.499168717575051,VISIBLE,1.0,MANUAL_SHORT_RUN_REVIEW
388,13.534050290488683,VISIBLE,1.0,MANUAL_SHORT_RUN_REVIEW
389,13.568931863402312,VISIBLE,1.0,MANUAL_INTERVAL
390,13.603813436315944,VISIBLE,1.0,MANUAL_INTERVAL
391,13.638695009229574,VISIBLE,1.0,MANUAL_INTERVAL
392,13.673576582143205,VISIBLE,1.0,MANUAL_INTERVAL
393,13.708458155056835,VISIBLE,1.0,MANUAL_INTERVAL
394,13.743339727970465,VISIBLE,1.0,MANUAL_INTERVAL
395,13.778221300884097,VISIBLE,1.0,MANUAL_INTERVAL
396,13.813102873797726,VISIBLE,1.0,MANUAL_INTERVAL
397,13.847984446711358,VISIBLE,1.0,MANUAL_INTERVAL
398,13.882866019624988,VISIBLE,1.0,MANUAL_INTERVAL
399,13.91774759253862,VISIBLE,1.0,MANUAL_INTERVAL
400,13.95262916545225,VISIBLE,1.0,MANUAL_INTERVAL
401,13.98751073836588,VISIBLE,1.0,MANUAL_SHORT_RUN_REVIEW
402,14.02239231127951,VISIBLE,1.0,MANUAL_INTERVAL
403,14.057273884193142,VISIBLE,1.0,MANUAL_INTERVAL
404,14.092155457106772,VISIBLE,1.0,MANUAL_INTERVAL
405,14.127037030020402,VISIBLE,1.0,MANUAL_INTERVAL
